is_negative,is_netral,is_positive,to_drop,full_text,,,,,,,,,,,,,
,,,1,@yudhakhel Padahal china dengan 87milyar bisa membuat deepseek. Kita dengan anggaran triyulnan berhasil mangkrak,,,,,,,,,,,,,
,,,1,@TemelciZehra @coinuzmann Elon Melani Stchain Deepseek Fida Ctk Ata Lever,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon;,,,,,,,,,,,,,
,,,1,@elonmusk @DOGE Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,@Zinnlos Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon),,,,,,,,,,,,,
,,,1,@Sanji0x1 Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon/,,,,,,,,,,,,,
,,,1,@atiw3x Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon-,,,,,,,,,,,,,
,,,1,Day 15 of DSA DSA chal raha hai par asli algorithm toh corporate world me likha ja raha hai. DeepSeek ne Microsoft ke AI researchers uthaa liye-badi companies bhi talent acquisition ke naam pe LinkedIn stalking kar rahi hain. #30DaysOfDSA,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/pJk57oz5vQ,,,,,,,,,,,,,
,,,1,@america Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/l1XZRHOoMr,,,,,,,,,,,,,
,,,1,@EnricoLetta @IEuniversity @iespega @DelorsInstitute @expansioncom Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/mdUJoUvJIx,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/96BjOQfYX5,,,,,,,,,,,,,
,,,1,Kabornya https://t.co/VAkYwZ5E9M redirect ke Deepseek dengan nilai $11 juto. Harap bank/broker/traders hotel beli domain https://t.co/nakC8kqaMA dengan nilai RM10juto. Saya nak buat beli coverset Yamaha Sport ni.,,,,,,,,,,,,,
,,,1,@EmmanuelMacron Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,@CryptoEmreSol @EmmanuelMacron Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,deepseek kntol! trump s tariff kntol! anj lah kntol pukimak,,,,,,,,,,,,,
,1,,,ChatGPT o3-mini vs DeepSeek R1: Mana yang Lebih Unggul untuk Analisis Data? https://t.co/VhjhkThhiT,,,,,,,,,,,,,
,,,1,https://t.co/rEk4qgbD5d 据说这个是deepseek的域名,,,,,,,,,,,,,josn2500
,,,1,@idegen_deepseek Fvch yeah. Kanye is fun,,,,,,,,,,,,,
,,,1,@MorphLayer Menyala bosku,,,,,,,,,,,,,
,,1,,WKWK ini deepseek servernya gakuat kah. Demandnya rame nih pasti https://t.co/K2VKGlrNHi,,,,,,,,,,,,,
,,1,,@Hannycornelia_ gue pake deepseek dan emg bagus sih,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Oaaaalahhhh Kebongkar dunkkkk Doyan perbudakan ternyata,,,,,,,,,,,,,
,,1,,Sejauh ini puas sama jawabakn deepseek-r1 walaupun harus nunggu dia mikir,,,,,,,,,,,,,
,1,,,Just in #business: Membedah DeepSeek: 4 pertanyaan mendesak tentang start-up AI yang dijawab. Selengkapnya: https://t.co/q6kXT7taZV. #Pomodo #DeepSeek #AI #Startups,,,,,,,,,,,,,
,,,1,Ni simpo sana: Download Pear hapa https://t.co/2Zm8av7GzP Pata free API keys za models kali kama DeepSeek Gemini 2.0 n.k. hapa https://t.co/Pa183squFq Ingiza API key kwa Pear na generate code bila stress! Umejaribu? Unakwama wapi? Drop feedback hapa tuyajenge https://t.co/uYP7SfMLMr,,,,,,,,,,,,,
,1,,,@UdinNash Gemini saing2 deepseek jgk.,,,,,,,,,,,,,
,1,,,Meskipun didaulat lebih canggih dan biayanya lebih murah beberapa negara justru membatasi atau memblokir DeepSeek aplikasi AI asal China karena khawatir masalah privasi dan keamanan data. Simak selengkapnya: https://t.co/V6OjIcXosV https://t.co/1shzBW823F,,,,,,,,,,,,,
,,,1,Thank you @BETS_MATCHES Chiesa Liverpool Gomez Kanye Sancho Tsimikas Rashford Albania Asensio Apoorva Makhija Diogo Jota Plymouth Blackburn Maroon 5 #HalfTimeShow #beckysangels #Thunderbolts #BeckyArmstrong #DeepSeek #BabyFeat #NeZha #WinterSports #ZNN2ndPBFansigninChina https://t.co/xHLUHZZow2,,,,,,,,,,,,,
,,1,,@Manusia0iLspill Ya itu. DeepSeek bisa lebih efisien karena mereka ngulik cara chip mengolah data yang hasilnya bahkan lebih baik dari CUDA. Ya karena meski CUDA itu holy grail buat grafis bukan berarti paling efisien untuk training AI.,,,,,,,,,,,,,
,1,,,Elon Musk akan merilis teknologi Artificial Intelligence (AI) buatan xAI yang diklaim lebih unggul dari DeepSeek AI buatan China. Baca selengkapnya: https://t.co/S2vre6qws0 : IDNFinancials https://t.co/ckJvi1BXgM,,,,,,,,,,,,,
,1,,,Setelah try chatgpt grok qwen also deepseek ternyata chatgpt lagi cerdik bab coding. Tapi deepseek more kreatif walaupun code tah apa apa,,,,,,,,,,,,,
,,,1,Oppo Find N5 Akan Hadir dengan Integrasi DeepSeek-R1 Mendukung Ekspor Hasil Secara Lokal https://t.co/DpGOhktCH3,,,,,,,,,,,,,
,,,1,@dini_upi57346 @kring_pajak Nggak bayar di uber2 org pajak mau bayar webs nya malah error anggaran Buat Ai deepseek 5 6 Jt$ anggaran Coretax 2 T udah bisa buat 26 x AI sendiri indonesia ...ini malah di buat ribet.,,,,,,,,,,,,,
,1,,,Deepseek AI belum kelar ini nongol QWEN Amerika :,,,,,,,,,,,,,
,,,1,@ObsDelphi @MistralAI Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/aE7DrxHpiU,,,,,,,,,,,,,
,,,1,New #DeepSeek $LeChat Send It 5-10M$ MC 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump https://t.co/KlZ2INYN6u,,,,,,,,,,,,,
,,,1,Deepseek ka server kitna busy rahta hai bhai :(,,,,,,,,,,,,,
,,,1,@Dior100x Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/I4OYgCMzQp,,,,,,,,,,,,,
,,,1,@itsolelehmann Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/y82JBIkQ8u,,,,,,,,,,,,,
,,,1,Agensi pengintip Korea Selatan dakwa DeepSeek kumpul data berlebihan https://t.co/PTEUprypHa,,,,,,,,,,,,,
,,,1,@AlexXplore Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/Suj0huxdCn,,,,,,,,,,,,,
,1,,,Video Bos Deepmind Google soal DeepSeek: Karya Terbaik China Tapi... https://t.co/TR4o74geKb,,,,,,,,,,,,,
,,,1,Mereka War Technology OpenAi ️ DeepSeek ️Qween 2.5 (Alibaba Ai) Lah kita Rujak Coretax,,,,,,,,,,,,,
,1,,,Peneliti Google Blak-blakan Fakta Mengejutkan soal DeepSeek https://t.co/jdikQ7yCYA,,,,,,,,,,,,,
,1,,,Deepseek Vs ChatGPT Pengguna Indonesia Harus Pilih yang Mana? https://t.co/AqbviUicu0,,,,,,,,,,,,,
,,,1,@BSCNews Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/0dlTLZjFsw,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/0LETlhREyx,,,,,,,,,,,,,
,,,1,@guillaume_acc @EmmanuelMacron Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/puzqbGhhbh,,,,,,,,,,,,,
,,,1,@vtchakarova Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/q3ZZo3PLG2,,,,,,,,,,,,,
,1,,,Hati-hati gais! Penjahat siber mulai pakai DeepSeek buat bikin konten berbahaya! Seberapa parah sih? ️ #DeepSeek #Teknologi #MedcomId #MudaMemberiArti https://t.co/HhGtRnQoP2,,,,,,,,,,,,,
,,,1,@LynneStactia Ipapa musoro wakazara 2030 agenda nekugova mbudzi nothing about ICT AI or any clue about Deepseek.,,,,,,,,,,,,,
,1,,,DeepSeek Mengukuhkan AI Open-Source sebagai Pesaing Serius DeepSeek AI open-source asal Tiongkok menantang dominasi AI terpusat dengan efisiensi tinggi &amp; biaya lebih rendah. Kejutannya memicu kepanikan pasar serta reaksi keras dari AS. Selengkapnya: https://t.co/tbmrabiClc https://t.co/iCJSJlIcI7,,,,,,,,,,,,,
,1,,,@deskypea Nanti tanya deepseek,,,,,,,,,,,,,
,,1,,13.Bantu Ngurangi Beban Kerja: Dengan otomatisasi yang ditawarin DeepSeek lo bisa fokus ke hal-hal yang lebih penting. 14.Bikin Lo Lebih Kompetitif: Dengan paham DeepSeek lo bisa punya keunggulan di dunia kerja atau bisnis yang makin kompetitif.,,,,,,,,,,,,,
,,,1,Mengelupor semua update harga jualan Iols lek2 je dulu sebab mmg dr awai tekan tinggi² sebab kitonyo dah expect things like this will happen. Sebab? Trump. Sebab? Deepseek. Always 1 step ahead... Makanya kita main high premium item je dalam fasa celaru nih https://t.co/Xx01T8RMQV,,,,,,,,,,,,,
,,,1,Kasus Coretax yang memakan harga 1.3 T tanpa AI penuh error yang berlipat lebih besar ketimbang pembangunan aplikasi AI DeepSeek menunjukkan bahwa kejahatan sudah dilakukan TANPA MALU-MALU.,,,,,,,,,,,,,
,1,,,Vendor Cip Nvidia Merasakan Dampaknya Usai DeepSeek Rilis https://t.co/hfip8nY1XV,,,,,,,,,,,,,
,,,1,Integrasi dengan Industri Tiongkok Perusahaan-perusahaan besar di Tiongkok seperti Great Wall Motor telah mengintegrasikan teknologi DeepSeek ke dalam produk mereka. Misalnya sistem kendaraan Coffee Intelligence dari Great Wall Motor kini menggunakan model AI DeepSeek untuk,,,,,,,,,,,,,
,1,,,Dampak pada Industri AI Global Keberhasilan DeepSeek-R1 telah mengguncang industri AI global memicu penurunan nilai saham perusahaan teknologi besar seperti Nvidia. Hal ini menunjukkan bahwa DeepSeek dapat menjadi pesaing serius dalam pasar AI global yang sebelumnya didominasi,,,,,,,,,,,,,
,1,,,Kekhawatiran Keamanan dan Privasi Meskipun DeepSeek-R1 menawarkan inovasi yang signifikan peluncurannya juga menimbulkan kekhawatiran terkait keamanan dan privasi data. Beberapa negara termasuk Australia Korea Selatan dan Kanada telah melarang penggunaan DeepSeek pada,,,,,,,,,,,,,
,,1,,Keunggulan DeepSeek-R1 DeepSeek-R1 menawarkan kemampuan yang setara atau bahkan lebih baik dibandingkan model AI terkemuka lainnya seperti GPT-4 dari OpenAI dengan biaya pelatihan yang jauh lebih rendah. Dilaporkan bahwa biaya pelatihan DeepSeek-R1 hanya sekitar $6 juta jauh,,,,,,,,,,,,,
,1,,,DeepSeek adalah perusahaan kecerdasan buatan (AI) asal Tiongkok yang telah menarik perhatian global dengan peluncuran model AI terbarunya DeepSeek-R1. Diluncurkan pada 10 Januari 2025 aplikasi chatbot DeepSeek-R1 dengan cepat menjadi aplikasi gratis paling banyak diunduh di App,,,,,,,,,,,,,
,1,,,DeepSeek AI China yang mengguncang dunia! Dengan biaya pelatihan hanya $6 juta model ini kini mengalahkan ChatGPT dan memicu persaingan ketat di industri teknologi global. Namun ada kekhawatiran tentang keamanan dan privasi Siapkah dunia menghadapi pesaing baru yang sangat https://t.co/G4ylgyf7z1,,,,,,,,,,,,,
,1,,,@alfabloodtype You imagine mereka udah lama pake AI di industri kesehatan untuk produce 3D tiruan tulang untuk operasi tulang punggung dan sebagainya. Deepseek cuma sebagian dari AI yang murah meriah yg bebas diakses umum.,,,,,,,,,,,,,
,,,1,DeepSeek Diblokir di Banyak Negara Begini Reaksi China https://t.co/5Pv2c4Hy5j,,,,,,,,,,,,,
,,1,,@tanyarlfes Deepseek kak..keren dia,,,,,,,,,,,,,
,1,,,DeepSeek vs AI Agents: Siapa yang Akan Bertahan dan Akan Tumbang? Baca: https://t.co/V0Pfd1DcwB #cilacapdotinfo,,,,,,,,,,,,,
,,,1,@umidovna_i shu oxiri maktabgayam dlya shahidatnoma uchun borib uyda o'zimiz shug'ullanamiz shekilli... DeepSeek ChatGPT Qwenlar bor ochvolib shugulllansek kam bo'mas bollar ))),,,,,,,,,,,,,
,1,,,Si bodoh nanya itinerary China ke Gemini. Ya harusnya ke Deepseek yang warlok lah!,,,,,,,,,,,,,
,,,1,Coretax itu anggaran nya nyedot 1 2 T APBN tapi hasil nya loading terus verifikasi susah web site error dst AI cina deepseek itu cuma 97 milyar hancurkan ribuan T saham ai amerika Di korupsi apa gimana.!! Cabut aja wes ribet .!!! Anggaran habis tinggal minta maaf https://t.co/LEGwg5IFDv,,,,,,,,,,,,,
,,,1,@thenews_intl Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/2fCOYUbekI,,,,,,,,,,,,,
,,,1,@androfarlinno @kyleichan @evadou Iyo potensine ngeri pak. Sakdurunge dijegal wes ngerti dee bakal dadi no.1 soale pas dijegal iku posisi no. 2 mek kurang selangkah. Trus dukungan rakyat &amp; pemerintah e top. Gabungan rakyat + media + pemerintah Soon Deepseek iki bakal dadi gede sisan seh mirip Huawei,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/LTVsd7XXIJ,,,,,,,,,,,,,
,1,,,Fakta Menarik tentang DeepSeek yang Wajib Diketahui Pebisnis! Tahukah kamu? DeepSeek adalah teknologi pencarian berbasis AI yang mampu menggali insight bisnis lebih dalam dan akurat! Follow Indibiz Jabotabek untuk konten menarik lainnya #Indibiz #CiptakanPeluangWujudkanHarapan https://t.co/WV2uUBPYYN,,,,,,,,,,,,,
,,,1,Oppo Find N5 Hadir dengan Integrasi DeepSeek-R1 Bisa Ekspor Hasil Secara Lokal https://t.co/JQpVfN5mLH,,,,,,,,,,,,,
,,,1,Buat coretax menelan anggaran Rp1 T lebih. Sedangkan pembuatan AI Deepseek cuma menelan anggaran Rp100 M-an. Semahal itu kah pembuatan coretax?! Atau sisanya lari ke kantong siapa saja?!,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/ogx9kJ0edk,,,,,,,,,,,,,
,,,1,@cryptobeastreal Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/E7lvAlQFw6,,,,,,,,,,,,,
,,,1,@teslaownersSV @elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/IkmllJwtvH,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Postingan orang kapir gak bermutuusaha kaw belum total... Kalo perlu pake logika... Karena umat islam itu pake LOGIKA..,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/5yEMvbgTBv,,,,,,,,,,,,,
,,,1,@EU_Made_Simple @MistralAI Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,Yapay zeka derbisi: DeepSeek vs. ChatGPT https://t.co/58jdpfsmmw,,,,,,,,,,,,,
,,,1,@elonmusk Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/UlCqGZXQZa,,,,,,,,,,,,,
,,,1,@eeldenden Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,1,,,Kalau kemarin domain chat[dot]com dialihkan ke website ChatGPT sekarang domain AI[dot]com diarahkan langsung ke platform DeepSeek. Makin panas aja nih persaingan keduanya~ https://t.co/LRrlGvpMI6,,,,,,,,,,,,,
,1,,,@hoteliercrypto Lonjakan saham Tiongkok mencerminkan optimisme stimulus domestik dan adopsi teknologi (e.g. DeepSeek AI). Namun investor asing perlu menggunakan broker yang terdaftar di Hong Kong atau platform seperti Tokocrypto untuk akses legal ke pasar saham Tiongkok https://t.co/ty9u3tMB18,,,,,,,,,,,,,
,1,,,Cara research tentang Dasar Crypto . Eits Belajar tidak muluk-muluk soal uang tapi menambah ilmu juga penting. 1. Kalian bisa pakai Search Engine ChatGPT Deepseek. Dengan kata Apa itu Crypto Pasti kalian nemu kata yang asing buat kalian. Lanjut research lagi.,,,,,,,,,,,,,
1,,,,gpt lebih manusiawi drpd deepseek https://t.co/uP4l497yo3,,,,,,,,,,,,,
,1,,,DeepSeek dan ChatGPT merupakan model bahasa AI yang banyak digunakan. Apa yang paling membedakan keduanya? https://t.co/hiFdbw0c5m,,,,,,,,,,,,,
,,,1,@eeldenden @CryptoEmreSol Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,@kevhunt_13 @Sentjoko @deepseek_ai Lagian aneh juga di kejadian 9:25 apa coba salah kanaan kan yg liat aurat nabi nuh dan bergosip tentang nabi nuh kan bapaknya kanaan kok yg dikutuk kanaan padahal di bible disebut kalau anak tidak menanggung dosa bapaknya dan ayah tak menanggung dosa anak yg berdosalah yg mati,,,,,,,,,,,,,
,1,,,DeepSeek Disebut-sebut Mampu Saingi ChatGPT Ini 7 Perbedaan Keduanya yang Harus Kamu tahu! https://t.co/WhdwVmqvn1,,,,,,,,,,,,,
,,,1,@MistralAI Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,@IsaacKing314 banger,,,,,,,,,,,,,
,,,1,7b ollama run huihui_ai/deepseek-r1-abliterated:7b 8b ollama run huihui_ai/deepseek-r1-abliterated:8b 14b ollama run huihui_ai/deepseek-r1-abliterated:14b 32b ollama run huihui_ai/deepseek-r1-abliterated:32b 70b ollama run huihui_ai/deepseek-r1-abliterated:70b,,,,,,,,,,,,,
,,,1,@kevhunt_13 @Sentjoko @deepseek_ai Ih dongo yg jelas² dukung perbudakan itu kristen karna ada bukti fisik bible budak bahkan ada ayat bible yg menyatakan kalau ada suatu kaum yg jadi budak kaum lainnya (kejadian 9:25). Kan ada google cari tau dong wahai manusia paok,,,,,,,,,,,,,
,,,1,@rafiziramli YBDS mereka bukan tak reti guna ChatGPT atau DeepSeek. Tapi tak tahu kewujudan benda tersebut sebab terlalu sibuk nak cari bahan ceramah / fitnah terkini,,,,,,,,,,,,,
,,,1,[Unpopular] Biaya pengembangan Deepseek lebih murah dan kualitas lebih bagus daripada coretax. Baju made in china juga lebih murah dan kualitasnya lebih bagus daripada buatan dalam negeri :),,,,,,,,,,,,,
,,,1,@SoftWarNews Sudah kebiasaan membantai dari dulu kali ya... https://t.co/vSGye1w4R1,,,,,,,,,,,,,
,,,1,@niconicodotai @deepseek_ai Done follow -Like -RT -Active boss Give mee 9oHvxmg5YrkzXwWQrwfLPRbJWWY57KuyxYJngTWHj8tg,,,,,,,,,,,,,
,,,1,@DeepseekT LPG Deepseek ...,,,,,,,,,,,,,
,,,1,@Oro_Minder Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon. https://t.co/1XYinaR4Yi,,,,,,,,,,,,,
,,,1,@KemenperinRI US : Open Ai China : Deepseek Indonesia : Tanya Mamah https://t.co/r78medezaV,,,,,,,,,,,,,
,,,1,@Ami95932475 @cookerbruski Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,1,,,DeepSeek: Pesaing baharu dalam perlumbaan AI Generatif #malaysiagazette https://t.co/yGgqWDC6PU,,,,,,,,,,,,,
1,,,,eh server deepseek ai tu belom segede chat gpt kah kayanya server is busy mulu,,,,,,,,,,,,,
,,,1,@SmokezXBT Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,@G_Yakovleff Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,1,,,Perusahaan China Ungkap Penggunaan AI di Tengah Demam DeepSeek https://t.co/8UfGYrFzAD,,,,,,,,,,,,,
,1,,,Sejumlah negara telah melarang penggunaan DeepSeek teknologi kecerdasan buatan (AI) asal China terutama di lingkungan kerja pemerintahan. Namun hingga saat ini pemerintah Indonesia belum mengambil langkah serupa. https://t.co/GPw5Oco2E8,,,,,,,,,,,,,
,1,,,Sejumlah negara telah melarang penggunaan DeepSeek teknologi kecerdasan buatan (AI) asal China terutama di lingkungan kerja pemerintahan. Namun hingga saat ini pemerintah Indonesia belum mengambil langkah serupa. https://t.co/a7Ms0vnsPh,,,,,,,,,,,,,
,,,1,Awas! Gunakan DeepSeek di AS Bisa Kena Denda Miliaran - https://t.co/DnmLZwHcSl https://t.co/TpwFjcZjXg,,,,,,,,,,,,,
,1,,,Sejumlah negara telah melarang penggunaan DeepSeek teknologi kecerdasan buatan (AI) asal China terutama di lingkungan kerja pemerintahan. Namun hingga saat ini pemerintah Indonesia belum mengambil langkah serupa. https://t.co/us6YgCjkA8,,,,,,,,,,,,,
,,,1,@itsolelehmann https://t.co/j9NGA3T69N Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,Banyak Negara Blokir DeepSeek: Komdigi Belum Ada Rencana - https://t.co/qKeLC7JdUG https://t.co/paD16MrWhq,,,,,,,,,,,,,
,,,1,3 Negara Batasi Akses DeepSeek Apakah Benar Jadi Ancaman Data Sensitif Pemerintah? #Deepseek #Senin #amerikaserikat #tiongkok #ai #beritanasional https://t.co/7fbNk34zZn,,,,,,,,,,,,,
,1,,,Sebagaimana terobosan di industri AI lewat #Deepseek yang beberapa waktu lalu mengguncang pasar industri kecerdasan buatan nampaknya industri farmasi akan jadi the next big thing China.,,,,,,,,,,,,,
,,,1,@EmmanuelMacron @JustinTrudeau https://t.co/wCCtw2LGwH Ca 48B8EuNerXrwBah4MPpccF7u7jEto8L7HZcFcbU6pump $LeChat #LeChat next #DeepSeek 10-20m$ mc soon.,,,,,,,,,,,,,
,,,1,Industri Obat Sedang Mengalami Momen #DeepSeek-nya Sendiri Artikel WSJ tentang bagaimana 30% lisensi obat-obatan dunia berasal dari #China tahun lalu. Dari #ObatKanker (imunoterapi) hingga penurunan berat badan (GLP-1) perusahaan bioteknologi #China menciptakan obat yang lebih https://t.co/T8gePoR5nf,,,,,,,,,,,,,
,,,1,@SirKazamJeevi Me to AI: Tell me a joke. Gemini: BJP lost in Ayodhya. Ha ha ha. Deepseek: BJP lost in Ayodhya. Ha ha ha. Grok: BJP lost in Ayodhya. Ha ha ha. ChatGpt: BJP lost in Ayodhya. Ha ha ha. Me: Ha ha ha.,,,,,,,,,,,,,
,,,1,@Sentjoko @deepseek_ai Gak usah jauh2 mengenal sejarah perang sipil Amerika krn perbudakan di Indonesia sejarah mencatat kerja rodi doktrin Belanda bersama penyebaran agama penjajah..,,,,,,,,,,,,,
,,1,,@HachiGem Wuah deepseek udah ada di Indonesia 3gDNUvJ9yz5FKiYrP193Lokzi5cE8G274hmci72YnSCU https://t.co/vjo4hpXCMi,,,,,,,,,,,,,
,,,1,@atokprihartono @Sentjoko @deepseek_ai Kamu mengeklaim Islam menyerukan pembebasan budak. Faktanya hadits di Shahih Bukhari menyatakan nabi mengatakan ke istrinya lebih baik budaknya dihadiahkan ketimbang dibebaskan. Banyak hadits2 lain yang senada kok. Ayo belajar lebih giat.,,,,,,,,,,,,,
,,,1,@rafiziramli Silap2 nak download deepseek pun xtahu. Lagi lawak nak update apps xpernah. Lawak menonggeng nak login deepseek xtahu paroh,,,,,,,,,,,,,
,,,1,dari mana datangnya asal usul bsh cat dinamakan Bora . maaf tidak tahu dan deepseek pun takde jawapan,,,,,,,,,,,,,
,,,1,Renungan pagi. Berikut adalah narasi 10 mata kuliah dalam koridor STEM (Science Technology Engineering and Mathematics) yang relevan untuk ditekuni oleh seorang pekerja seks komersial dalam rangka mengoptimalkan level profesionalitasnya: @deepseek_ai,,,,,,,,,,,,,
1,,,,@mounalist @e_KoY @tanyarlfes Deepseek masih sering kendala server sibuk,,,,,,,,,,,,,
,,,1,@kanyewest Kendrick &gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt;&gt; Kanye,,,,,,,,,,,,,
,,,1,@Dhans2682 Coba diconvert ada yg namanya google chatgpt deepseek itu smua bsa bertanay disitu om,,,,,,,,,,,,,
,,,1,AI dan Ulama mana yang bisa diambil ilmunya? Zaman sekarang kehidupan sehari-hari kita sangat dekat dengan AI. Baik dari chat GPT atau deepseek. Termasuk ketika ingin mencari ilmu Islam. Nah masalahnya mana yang bisa lebih diambil ilmunya AI atau ulama dan asatidz kita? https://t.co/UnidcpCRNF,,,,,,,,,,,,,
,,,1,Hii Ai wa wazungu ipo chap mno yani ukiuliza inashusha tu data chatgpt na DeepSeek wana kibarua https://t.co/N2ITXIiiB7,,,,,,,,,,,,,
